Fric-Frac,1939,Comedy,7.0,https://img.yts.mx/assets/images/movies/fric_frac_1939/medium-cover.jpg,https://img.yts.mx/assets/images/movies/fric_frac_1939/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/fric_frac_1939/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/fric_frac_1939/medium-screenshot1.jpg,https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Marcel works as assistant to a jeweller whose bossy daughter Renée keeps hitting on him. When he meets lovely Loulou and her lazy friend Jo, he is fascinated by the girl and somehow attracted by their world : Loulou and Jo are crooks. As Marcel naively tries to bring some morality in their lives, the pair turn him into an unwilling accomplice in the robbery of his bosss jewels. ",magnet:?xt=urn:btih:5CD0FA2D7F8A0B70A554D649E55934F742BC42ED&dn=Fric-Frac+%281939%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,BluRay,979.63 MB
Locked Alone,2018,Crime | Drama,3.2,https://img.yts.mx/assets/images/movies/locked_alone_2018/medium-cover.jpg,https://img.yts.mx/assets/images/movies/locked_alone_2018/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/locked_alone_2018/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/locked_alone_2018/medium-screenshot1.jpg,https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Obtaining a new job offer, Catherine finally arrives New York and ends a long-distance relationship with her boyfriend, Ethan. She moves in a luxury apartment in midtown Manhattan. However, she starts to feel a strange presence that harasses her sexually. Just the second day of arrival, the evil entity locks her in her own apartment. She is completely isolated and has to survive with limited resources. After losing her freedom, she starts to realize how ignorant and ungrateful she was in life. Will Catherine leave her apartment alive? ",magnet:?xt=urn:btih:9A40B015C8C7CDB64F9FF9E7ED67B01049BE4FD3&dn=Locked+Alone+%282018%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,WEB,756.81 MB
Thunderheart,1992,Crime | Mystery,6.8,https://img.yts.mx/assets/images/movies/thunderheart_1992/medium-cover.jpg,https://img.yts.mx/assets/images/movies/thunderheart_1992/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/thunderheart_1992/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/thunderheart_1992/medium-screenshot1.jpg,https://www.youtube.com/embed/2dfmkymTr4c?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," An FBI man with Sioux background is sent to a reservation to help with a murder investigation, where he has to come to terms with his heritage. Slowly he rejects the intimidating tactics of his fellow FBI agents, who are not so interested in solving the crime as covering up an incriminating situation with the locals, and as he becomes more tuned to his heritage, the locals begin trusting him. Based on actual Reservation occurrences of the 70s. ",magnet:?xt=urn:btih:7B45DAE4C6C2BA989A4C5EE7E1EB3FE9D40799C4&dn=Thunderheart+%281992%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,WEB,1.07 GB
Tjorven och Skrållan,1965,Comedy | Drama,6.3,https://img.yts.mx/assets/images/movies/tjorven_och_skrallan_1965/medium-cover.jpg,https://img.yts.mx/assets/images/movies/tjorven_och_skrallan_1965/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/tjorven_och_skrallan_1965/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/tjorven_och_skrallan_1965/medium-screenshot1.jpg,https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, The residents of Saltkråkan gets new problems when Malin and Peter get their first child - Skrållan. ,magnet:?xt=urn:btih:2A190EEAFC07D6688C1AF94E6C53BE2C12E61EE6&dn=Tjorven+och+Skr%C3%A5llan+%281965%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,BluRay,830.32 MB
Pornopung,2013,Comedy | Drama,6.1,https://img.yts.mx/assets/images/movies/pornopung_2013/medium-cover.jpg,https://img.yts.mx/assets/images/movies/pornopung_2013/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/pornopung_2013/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/pornopung_2013/medium-screenshot1.jpg,https://www.youtube.com/embed/m2vspE5Uto0?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Christian leaves his hometown for Oslo to finish his studies, but moves in with two guys who turn out to be big-time pick up artists. Despite endless objections, Karl and Leo decide to give Christian a complete makeover, teaching him the tricks of their trade and changing him into the kind of guy girls want to sleep with. Crack, back and sack all need a shave, and everything hes been taught so far in life needs to be flushed out and reset. Its time for the razor-sharp truth about life. ",magnet:?xt=urn:btih:E253A010BE3F33DB7007EC8157087FDCEB021A0A&dn=Pornopung+%282013%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,BluRay,923.3 MB
Born in Heinola,2016,Biography | Drama,6.4,https://img.yts.mx/assets/images/movies/born_in_heinola_2016/medium-cover.jpg,https://img.yts.mx/assets/images/movies/born_in_heinola_2016/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/born_in_heinola_2016/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/born_in_heinola_2016/medium-screenshot1.jpg,https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, The story of Finnish punk rock band Apulanta. ,magnet:?xt=urn:btih:52E1A666CE760844F838CFF3C6F9F4943235E135&dn=Born+in+Heinola+%282016%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,BluRay,1.1 GB
The Berlin Bride,2020,Fantasy,3.6,https://img.yts.mx/assets/images/movies/the_berlin_bride_2020/medium-cover.jpg,https://img.yts.mx/assets/images/movies/the_berlin_bride_2020/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/the_berlin_bride_2020/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/the_berlin_bride_2020/medium-screenshot1.jpg,https://www.youtube.com/embed/uMw7ImFGUfk?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," A near-silent, dreamlike tale inspired by the silent film era and the darker writings of Edgar Allan Poe and E.T.A Hoffmann. Two oddball Berliners discover individually the abandoned appendages of a department store mannequin. Separately, and with grotesque consequence, the men come to terms with their disjointed mate. A cautionary tale of unrequited sexuality and blurring gender identity. A surreal vision of sexual evolution and misguided passion. ",magnet:?xt=urn:btih:FDD6FF3CCA4875984B87BF67D91A8B40A6943126&dn=The+Berlin+Bride+%282020%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,WEB,654.8 MB
A Kid,2016,Drama,7.2,https://img.yts.mx/assets/images/movies/a_kid_2016/medium-cover.jpg,https://img.yts.mx/assets/images/movies/a_kid_2016/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/a_kid_2016/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/a_kid_2016/medium-screenshot1.jpg,https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Mathieu has never known his father. His mother has always told him he was the fruit of a one-night-stand. One morning, in his Parisian flat, he receives a call from Quebec telling him his father just died. Mathieu decides to go to the funeral and meet the two Canadian brothers he just found out he had. In Montreal, nobody is aware of his existence, and Mathieu realizes he is in a hostile territory. ",magnet:?xt=urn:btih:854E6693EE683D45CB711EE56F6FCC55721578FA&dn=A+Kid+%282016%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,BluRay,901.64 MB
Infernal Affairs II,2003,Action | Crime,7.3,https://img.yts.mx/assets/images/movies/infernal_affairs_ii_2003/medium-cover.jpg,https://img.yts.mx/assets/images/movies/infernal_affairs_ii_2003/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/infernal_affairs_ii_2003/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/infernal_affairs_ii_2003/medium-screenshot1.jpg,https://www.youtube.com/embed/TaDUZskpMfM?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, In the prequel of Infernal Affairs. Chan Wing Yan has been expelled from police academy in cause of his relatives to the triad. Now SP Wong give him a chance to undercover the triad family controlled by his half brother Hau. Besides of Ming. He has been ordered to killed Hau father and infiltrated the police department. The story get complicated when Wongs related to Hau fathers dead. The avenge is begin when Mary. Sams wife is the hit order. Now everything is complicated and related ,magnet:?xt=urn:btih:8BD79F84249940DF71D67D789E47A624C9B3FF9B&dn=Infernal+Affairs+II+%282003%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,BluRay,1.07 GB
Girlfriend Boyfriend,2012,Drama | Romance,7.1,https://img.yts.mx/assets/images/movies/girlfriend_boyfriend_2012/medium-cover.jpg,https://img.yts.mx/assets/images/movies/girlfriend_boyfriend_2012/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/girlfriend_boyfriend_2012/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/girlfriend_boyfriend_2012/medium-screenshot1.jpg,https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," When three rebellious students leave their hometown to pursue their lifelong dreams in the big city, their relationships start to face the pressures of real life as the 1980s Taiwanese socio-political reformation movement unfolds in the background. ",magnet:?xt=urn:btih:A53B74F452DA7D446F04A50F5A820C6DD158C7DD&dn=Girlfriend+Boyfriend+%282012%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,BluRay,972.5 MB
The Last Family,2016,Biography | Drama,7.5,https://img.yts.mx/assets/images/movies/the_last_family_2016/medium-cover.jpg,https://img.yts.mx/assets/images/movies/the_last_family_2016/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/the_last_family_2016/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/the_last_family_2016/medium-screenshot1.jpg,https://www.youtube.com/embed/XfFt9RfO9Bc?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," As renowned painter Zdzislaw Beksinski tapes everything with his beloved camcorder, a 28-year family saga unfolds through his disturbing dystopian paintings, family feuds, near-death experiences, love-hate relations and consecutive funerals. The true story of the artistic Beksinski family: Zdzislaw, his wife Zofia and their talented yet trouble-making son Tomasz. ",magnet:?xt=urn:btih:7AB5699CA1D204CA1FAD13D094AD653CB4FB5B7C&dn=The+Last+Family+%282016%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,BluRay,1.1 GB
Bai du ren,2016,Comedy | Drama,5.1,https://img.yts.mx/assets/images/movies/bai_du_ren_2016/medium-cover.jpg,https://img.yts.mx/assets/images/movies/bai_du_ren_2016/medium-screenshot3.jpg,https://img.yts.mx/assets/images/movies/bai_du_ren_2016/medium-screenshot2.jpg,https://img.yts.mx/assets/images/movies/bai_du_ren_2016/medium-screenshot1.jpg,https://www.youtube.com/embed/I-SUKMwssmo?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," The story follows Chen Mo, the bar owner and ferryman, as he is slowly facing his own traumatic past, whilst helping the people around him, including his co-partner Guan Chun, the singer Ma Li and the neighbor Xiao Yu. ",magnet:?xt=urn:btih:F4BCCA14A2007D4FCE1F078DB1BFB41F49332DC5&dn=Bai+du+ren+%282016%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337,BluRay,1.15 GB
